,Product_ID,Source,Sales_Agent,Location,Delivery_Mode,Status
966,19.0,14,5,14,2,0
967,19.0,14,4,11,2,0
968,19.0,2,5,10,4,1
969,10.0,2,5,3,1,1
970,25.0,14,5,10,2,0
971,18.0,16,4,14,2,0
972,10.0,16,5,9,2,0
974,18.0,2,5,1,0,1
975,19.0,14,4,2,0,1
976,18.0,10,5,2,0,1
978,27.0,16,4,2,0,0
980,5.0,24,4,1,2,1
981,27.0,24,4,10,0,0
982,9.0,24,5,10,0,0
983,18.0,2,4,2,0,1
985,19.0,12,5,11,2,0
986,18.0,24,4,10,2,1
987,20.0,14,1,0,2,0
988,12.0,14,1,7,4,0
989,26.0,14,4,2,4,0
990,19.0,14,5,10,0,1
992,27.0,10,1,6,4,0
994,9.0,24,5,10,0,1
995,9.0,2,10,9,0,0
996,19.0,24,1,9,2,1
997,18.0,2,4,2,0,1
999,9.0,2,4,3,2,1
1000,19.0,2,1,15,4,1
1001,9.0,2,10,2,0,1
1002,19.0,2,5,9,0,1
1003,15.0,2,4,10,4,0
1004,18.0,2,5,2,0,1
1005,27.0,2,10,6,4,1
1006,15.0,2,1,10,4,1
1007,15.0,2,4,10,4,0
1008,26.0,2,3,2,0,1
1009,15.0,2,4,10,4,0
1010,18.0,24,10,2,2,1
1011,5.0,24,4,10,2,0
1012,10.0,24,10,1,4,1
1013,19.0,14,8,10,4,1
1014,5.0,2,5,1,4,0
1015,19.0,14,4,3,4,0
1016,9.0,14,5,3,4,1
1017,19.0,14,10,1,0,0
1018,18.0,14,1,10,4,1
1019,18.0,14,10,1,0,1
1020,19.0,14,4,10,0,0
1021,9.0,14,10,1,0,1
1022,18.0,10,5,2,4,1
1023,9.0,14,1,2,2,0
1024,19.0,14,10,10,0,0
1025,18.0,12,10,1,0,1
1026,19.0,2,10,2,0,1
1027,9.0,24,8,1,0,0
1028,18.0,24,4,1,0,1
1029,1.0,2,10,1,0,0
1030,12.0,24,1,1,4,1
1031,18.0,24,5,10,0,1
1032,19.0,16,8,0,0,1
1033,19.0,14,5,2,2,1
1034,5.0,16,1,1,2,1
1035,15.0,2,4,10,4,0
1036,5.0,2,10,1,0,1
1037,15.0,2,8,10,4,0
1038,15.0,2,1,10,4,1
1039,1.0,16,10,1,0,0
1041,27.0,24,8,2,2,0
1042,16.0,24,9,10,2,0
1043,5.0,24,9,10,2,0
1044,12.0,2,8,2,0,0
1045,9.0,16,10,7,0,1
1046,19.0,16,4,0,2,1
1047,19.0,16,8,1,0,1
1048,19.0,16,10,2,2,0
1049,19.0,16,5,10,2,0
1050,19.0,4,10,2,0,1
1051,11.0,16,10,10,2,0
1052,18.0,16,9,1,0,0
1053,18.0,16,5,10,2,1
1054,27.0,16,4,2,2,1
1055,23.0,16,1,13,2,0
1056,20.0,15,8,14,2,1
1057,19.0,12,3,9,2,1
1058,9.0,16,5,6,2,1
1059,2.0,16,4,9,2,1
1060,18.0,24,8,1,0,0
1061,27.0,2,9,1,0,0
1062,18.0,2,4,2,0,1
1063,18.0,2,10,2,0,1
1064,9.0,2,4,1,0,1
1066,15.0,2,3,10,4,0
1067,15.0,2,4,10,4,0
1068,15.0,2,5,10,4,0
1069,15.0,2,10,10,4,0
1070,15.0,2,8,10,4,0
1071,15.0,2,9,10,4,0
1072,9.0,2,9,6,2,1
1073,9.0,14,10,1,2,1
1074,5.0,2,9,1,0,0
1075,15.0,2,1,10,4,0
1076,9.0,2,10,2,4,1
1077,15.0,2,10,10,4,0
1078,15.0,2,5,10,4,0
1079,20.0,2,5,9,4,1
1080,15.0,2,1,10,4,0
1081,15.0,2,9,10,4,0
1082,19.0,2,9,1,0,1
1083,10.0,24,3,10,2,1
1084,19.0,24,4,10,2,1
1085,19.0,24,5,13,2,1
1087,5.0,24,1,6,2,1
1088,27.0,24,8,6,2,1
1089,10.0,24,10,10,2,0
1090,27.0,14,10,6,0,1
1094,9.0,14,4,10,2,0
1095,9.0,2,10,2,0,1
1096,9.0,14,1,1,0,1
1097,9.0,12,5,9,2,1
1098,27.0,24,10,2,2,0
1099,9.0,2,5,9,2,1
1100,15.0,2,6,3,0,1
1102,10.0,2,9,6,1,0
1103,27.0,14,3,2,2,0
1104,18.0,14,1,10,2,1
1105,15.0,13,10,9,2,0
1106,5.0,24,10,10,2,1
1107,18.0,2,9,2,0,0
1108,18.0,14,8,10,2,0
1109,18.0,14,5,1,0,1
1110,18.0,24,4,9,2,1
1111,27.0,14,5,7,2,1
1112,19.0,10,10,9,2,0
1113,19.0,10,3,9,2,1
1114,19.0,14,5,11,2,0
1115,18.0,2,3,2,0,1
1116,19.0,10,4,10,2,0
1117,18.0,14,1,2,0,1
1118,15.0,2,8,10,4,1
1119,27.0,10,9,2,2,0
1120,19.0,2,9,6,2,1
1121,15.0,2,8,10,4,0
1122,19.0,2,8,6,3,1
1123,15.0,2,5,10,4,0
1124,9.0,2,1,9,4,1
1125,15.0,2,3,10,4,0
1126,15.0,2,8,10,4,0
1127,5.0,14,10,10,2,0
1128,9.0,14,1,10,2,0
1129,5.0,14,8,10,2,1
1130,19.0,24,5,1,0,1
1131,18.0,24,1,2,0,1
1132,27.0,14,8,1,2,0
1133,18.0,24,4,6,2,0
1134,19.0,14,4,10,2,1
1135,27.0,2,8,6,0,0
1136,9.0,2,8,9,2,1
1137,9.0,2,1,1,4,1
1138,18.0,10,8,10,2,0
1139,19.0,14,8,10,2,0
1140,10.0,14,5,11,2,0
1141,27.0,24,8,1,0,0
1142,18.0,14,4,10,2,0
1143,19.0,12,3,10,2,0
1144,19.0,12,5,1,2,0
1145,18.0,10,1,10,2,1
1146,18.0,12,4,10,2,0
1147,27.0,14,8,2,0,1
1148,10.0,24,1,3,2,1
1149,15.0,2,3,10,4,0
1151,27.0,10,8,1,0,0
1152,27.0,12,5,10,2,1
1154,19.0,12,4,2,2,1
1155,18.0,24,5,6,2,1
1156,15.0,2,9,10,4,0
1157,15.0,2,4,10,4,0
1158,15.0,2,3,10,4,0
1159,15.0,2,10,10,4,1
1160,15.0,2,10,10,4,1
1161,27.0,2,8,6,0,1
1162,15.0,2,8,10,4,0
1163,27.0,24,1,1,0,1
1164,19.0,14,10,3,2,1
1165,19.0,14,1,9,2,1
1166,18.0,24,4,1,0,0
1167,18.0,24,1,3,2,1
1168,18.0,24,8,2,2,0
1169,19.0,24,3,9,2,1
1170,9.0,14,4,1,0,0
1171,9.0,14,8,1,0,1
1172,18.0,10,1,1,2,1
1174,1.0,14,10,10,2,0
1175,9.0,14,4,10,2,1
1176,19.0,14,8,10,2,0
1177,18.0,2,10,2,0,1
1178,2.0,14,1,10,2,0
1179,18.0,24,5,6,2,1
1180,18.0,14,5,2,2,0
1181,27.0,14,1,6,2,0
1182,19.0,2,10,1,0,1
1183,19.0,14,8,3,2,0
1184,18.0,24,1,13,2,1
1185,9.0,14,4,10,2,1
1186,18.0,14,5,2,0,1
1187,15.0,24,3,10,2,0
1188,18.0,14,5,10,2,0
1189,19.0,24,4,10,2,1
1190,9.0,24,6,6,2,1
1191,18.0,10,1,1,2,0
1192,18.0,14,6,10,2,1
1193,27.0,8,10,1,0,1
1194,19.0,14,10,6,2,0
1195,27.0,14,10,10,2,0
1196,9.0,14,8,10,3,1
1198,9.0,2,10,6,0,1
1199,27.0,10,6,1,0,1
1200,10.0,14,8,6,2,1
1201,19.0,10,4,6,2,0
1202,18.0,14,1,2,2,1
1203,15.0,2,5,10,4,1
1204,15.0,2,10,10,4,0
1205,15.0,2,3,10,4,0
1206,15.0,2,8,10,4,0
1207,18.0,14,5,1,0,0
1208,15.0,2,3,10,4,0
1209,9.0,14,6,2,2,0
1210,10.0,14,4,10,2,0
1211,18.0,24,4,2,0,1
1212,18.0,24,5,10,2,0
1213,27.0,24,8,1,2,0
1214,9.0,14,6,10,2,1
1215,5.0,24,1,1,0,0
1216,9.0,24,10,10,2,1
1217,19.0,24,3,10,2,0
1218,18.0,14,4,2,2,1
1219,9.0,2,8,1,0,1
1220,18.0,24,8,11,2,0
1221,27.0,14,4,6,2,1
1223,18.0,2,10,1,0,1
1224,9.0,2,6,6,0,1
1225,27.0,2,10,1,0,1
1226,18.0,14,6,10,2,1
1227,18.0,14,10,10,2,1
1228,18.0,14,8,2,0,1
1230,19.0,24,1,6,2,1
1231,9.0,2,6,1,0,1
1232,19.0,14,4,2,2,0
1234,15.0,2,10,10,4,0
1235,15.0,2,5,10,4,0
1236,15.0,2,3,10,4,0
1237,5.0,2,6,1,0,1
1238,18.0,2,10,1,0,1
1239,18.0,10,5,2,0,1
1240,9.0,2,4,1,4,0
1241,5.0,2,10,1,4,0
1242,15.0,2,6,10,4,0
1243,15.0,2,6,10,4,0
1244,15.0,2,10,1,4,0
1245,19.0,24,8,1,0,1
1246,18.0,24,10,10,2,0
1247,18.0,24,10,1,0,1
1248,18.0,24,8,10,2,0
1249,18.0,24,6,1,2,0
1252,9.0,2,6,13,0,1
1253,5.0,24,10,2,2,1
1254,27.0,24,1,6,2,1
1255,18.0,14,8,1,0,0
1256,9.0,24,6,2,2,1
1259,5.0,14,10,1,0,1
1260,9.0,14,5,10,2,1
1261,9.0,14,6,1,0,1
1263,18.0,2,10,3,0,1
1265,9.0,14,1,1,2,1
1266,19.0,14,8,2,2,1
1267,18.0,2,10,1,0,0
1268,27.0,2,6,2,0,0
1269,15.0,2,5,10,4,1
1270,15.0,2,9,10,4,0
1271,15.0,2,3,10,4,0
1272,15.0,2,6,10,4,0
1273,5.0,2,10,1,0,0
1274,18.0,14,6,3,2,1
1275,18.0,2,10,2,4,1
1276,15.0,2,10,10,4,0
1277,15.0,2,1,10,4,1
1278,15.0,2,5,10,4,0
1279,18.0,24,3,10,2,0
1280,18.0,14,5,1,0,1
1281,9.0,24,4,9,2,1
1282,18.0,2,10,1,0,1
1283,18.0,2,6,2,0,1
1284,15.0,2,4,10,4,0
1285,9.0,4,4,1,0,1
1286,9.0,2,10,3,0,1
1287,19.0,14,10,10,4,0
1288,1.0,14,6,9,4,0
1289,18.0,24,1,1,4,1
1290,18.0,2,10,1,0,1
1291,25.0,10,8,1,4,0
1292,18.0,14,5,1,0,1
1293,18.0,2,10,1,4,1
1294,9.0,12,1,2,4,0
1295,18.0,2,1,2,4,1
1296,19.0,24,5,10,2,0
1297,9.0,2,6,1,0,0
1298,5.0,14,4,9,4,1
1299,18.0,12,8,3,2,0
1300,15.0,2,3,10,4,0
1301,15.0,2,5,10,4,0
1302,15.0,2,1,10,4,0
1303,9.0,2,6,3,0,1
1304,15.0,2,4,10,4,0
1306,15.0,2,8,10,4,0
1308,22.0,2,3,10,4,0
1309,19.0,14,8,1,0,0
1310,15.0,2,1,10,4,0
1311,15.0,2,4,10,4,1
1312,18.0,2,6,3,2,1
1313,18.0,2,5,1,0,1
1314,25.0,14,10,10,4,1
1315,18.0,10,4,16,4,0
1316,15.0,2,6,10,4,0
1317,9.0,2,1,6,4,0
1318,18.0,2,3,1,0,1
1319,1.0,14,4,1,0,1
1320,19.0,2,1,1,4,1
1321,18.0,12,5,10,4,1
1322,27.0,24,5,10,4,0
1323,5.0,24,4,9,4,0
1325,18.0,24,6,14,0,1
1327,18.0,10,5,2,0,0
1328,5.0,24,3,1,4,0
1329,18.0,14,10,1,0,1
1330,27.0,14,8,6,4,0
1331,18.0,10,4,14,4,1
1332,18.0,14,1,1,0,0
1333,18.0,14,5,9,4,1
1334,18.0,10,4,1,4,0
1335,18.0,12,1,10,2,1
1336,27.0,10,8,6,4,0
1337,1.0,14,4,2,4,0
1338,19.0,13,8,9,2,1
1339,12.0,14,10,7,4,1
1340,18.0,24,10,6,4,0
1341,9.0,24,1,1,4,1
1342,18.0,14,10,2,0,1
1343,5.0,24,8,1,0,1
1344,18.0,14,5,6,0,1
1345,8.0,24,6,10,0,0
1346,18.0,14,10,2,0,0
1347,9.0,14,5,10,2,0
1348,20.0,14,4,10,2,1
1350,27.0,10,8,6,2,0
1351,18.0,2,1,1,4,1
1352,19.0,2,4,1,2,1
1353,5.0,14,3,10,2,0
1354,19.0,24,6,10,2,0
1355,18.0,14,4,10,2,1
1356,19.0,14,5,13,2,1
1357,18.0,2,5,1,0,0
1358,18.0,12,8,3,2,0
1359,18.0,2,4,1,3,0
1360,15.0,2,8,10,4,0
1361,15.0,2,4,10,4,0
1362,9.0,2,8,6,4,0
1363,15.0,2,1,10,4,1
1364,15.0,2,6,10,4,0
1365,15.0,2,8,10,4,0
1366,27.0,12,10,10,2,1
1367,18.0,2,1,6,0,1
1368,27.0,2,1,2,4,0
1369,9.0,2,4,2,4,1
1370,15.0,2,5,10,4,0
1371,9.0,2,1,3,4,0
1372,18.0,2,1,2,4,1
1373,15.0,2,6,10,4,0
1374,15.0,2,8,10,4,0
1375,27.0,2,10,6,0,0
1376,9.0,2,4,1,4,1
1377,18.0,10,4,1,2,0
1378,18.0,14,1,1,0,0
1379,19.0,2,5,10,4,1
1380,18.0,10,6,10,2,1
1381,19.0,24,4,3,2,1
1382,15.0,24,5,10,2,1
1385,18.0,13,8,10,2,1
1386,19.0,24,8,9,2,1
1387,18.0,14,5,11,4,0
1388,9.0,24,10,10,2,0
1389,18.0,2,1,16,4,1
1390,18.0,12,10,10,2,0
1391,19.0,24,8,2,2,1
1392,15.0,24,1,10,2,1
1393,18.0,24,5,1,4,1
1394,18.0,24,6,10,2,0
1395,15.0,24,3,9,2,0
1396,19.0,24,1,3,2,0
1397,18.0,2,5,1,0,1
1399,19.0,14,6,10,2,0
1401,5.0,14,1,10,2,0
1402,18.0,2,8,2,4,1
1404,9.0,2,10,2,0,0
1406,20.0,2,5,6,2,0
1407,19.0,2,5,3,2,1
1408,18.0,14,10,10,2,0
1409,9.0,14,8,10,2,0
1410,10.0,14,1,1,2,1
1411,9.0,14,6,1,0,0
1412,9.0,12,5,2,2,1
1413,20.0,14,8,10,2,1
1414,18.0,14,10,10,2,0
1415,9.0,14,3,11,2,1
1416,15.0,24,4,10,2,0
1418,18.0,2,3,1,0,1
1419,27.0,24,6,10,2,1
1420,9.0,12,8,6,2,0
1421,5.0,24,5,1,2,1
1422,19.0,2,4,1,2,1
1423,15.0,2,8,10,4,0
1424,15.0,2,10,10,4,0
1425,18.0,24,10,10,2,0
1426,18.0,24,1,10,2,0
1427,27.0,24,6,1,0,1
1430,18.0,24,5,1,0,1
1431,5.0,14,1,2,2,0
1432,27.0,14,10,1,2,1
1434,9.0,10,4,3,2,1
1435,18.0,2,5,1,0,1
1436,15.0,24,1,10,2,0
1437,18.0,24,10,1,0,1
1438,19.0,4,5,1,0,1
1440,19.0,14,8,7,2,0
1441,19.0,12,6,1,0,0
1442,9.0,14,10,10,2,0
1443,25.0,12,1,1,0,0
1444,20.0,2,4,1,0,1
1445,18.0,2,5,10,4,1
1446,20.0,14,6,9,2,1
1447,9.0,14,1,1,2,1
1448,9.0,2,10,1,0,1
1449,19.0,14,8,10,0,1
1450,18.0,24,8,10,2,0
1451,9.0,4,10,1,0,0
1452,18.0,2,10,9,2,1
1454,18.0,2,10,1,0,1
1455,27.0,14,5,1,0,0
1456,19.0,4,1,13,4,1
1458,26.0,2,5,2,4,1
1459,15.0,24,10,10,2,0
1460,15.0,2,8,10,4,0
1461,5.0,24,8,11,2,0
1462,19.0,13,1,9,2,0
1463,15.0,2,5,10,4,0
1464,19.0,2,4,3,4,1
1465,15.0,2,6,1,4,0
1467,18.0,24,5,10,2,1
1468,9.0,2,8,10,2,1
1469,9.0,14,1,10,2,1
1470,18.0,2,4,1,0,0
1471,3.0,24,10,10,2,1
1472,5.0,24,6,9,2,1
1473,10.0,14,4,10,2,0
1474,10.0,2,10,1,0,1
1475,9.0,2,4,1,0,0
1476,27.0,24,3,1,0,0
1477,27.0,14,6,6,2,1
1478,15.0,24,4,10,2,0
1482,19.0,2,3,1,0,1
1483,26.0,14,10,1,0,1
1484,19.0,24,1,11,2,1
1485,15.0,2,4,10,4,0
1486,15.0,24,6,10,2,0
1487,15.0,2,3,10,4,0
1488,1.0,2,6,6,0,1
1489,27.0,2,8,1,0,1
1490,15.0,2,5,10,4,1
1491,5.0,24,4,1,2,0
1492,9.0,14,4,10,2,1
1493,15.0,2,4,10,4,1
1494,15.0,2,5,10,4,0
1495,15.0,2,4,10,4,0
1497,18.0,14,8,10,2,1
1498,18.0,14,10,1,2,1
1499,18.0,14,1,10,2,0
1500,1.0,2,8,1,0,1
1502,18.0,24,10,10,2,0
1503,15.0,24,8,10,2,0
1504,27.0,24,1,10,2,1
1505,19.0,24,5,3,2,1
1506,15.0,24,4,10,2,0
1507,18.0,14,5,10,2,1
1508,27.0,24,1,11,2,1
1509,18.0,14,8,10,2,1
1510,15.0,14,3,10,2,0
1511,9.0,14,1,10,2,1
1512,19.0,12,5,1,2,1
1513,27.0,12,6,9,2,1
1514,27.0,14,8,1,0,1
1515,19.0,2,5,1,0,0
1516,19.0,2,5,2,2,1
1517,19.0,14,3,9,2,1
1518,9.0,2,4,2,2,0
1519,18.0,12,5,1,2,1
1520,18.0,14,4,1,0,0
1521,9.0,24,6,6,2,1
1524,5.0,24,1,10,2,0
1525,19.0,14,3,2,2,1
1526,9.0,14,4,9,2,0
1527,18.0,14,6,6,2,1
1528,15.0,2,10,10,4,1
1529,19.0,24,4,10,2,1
1530,18.0,2,3,1,4,1
1531,18.0,2,5,10,4,1
1532,18.0,2,1,1,4,0
1533,5.0,2,6,1,4,0
1534,15.0,2,8,10,4,0
1535,15.0,2,4,10,4,0
1536,15.0,2,3,9,4,0
1537,27.0,2,10,6,2,1
1538,15.0,2,5,10,4,1
1539,9.0,2,10,9,0,1
1540,9.0,2,5,1,4,0
1541,19.0,14,8,6,2,1
1542,15.0,2,5,10,4,0
1543,15.0,2,10,10,4,0
1545,15.0,2,4,10,4,0
1546,15.0,2,1,10,4,0
1547,15.0,2,6,10,4,0
1548,15.0,2,5,10,4,0
1549,15.0,24,4,10,2,0
1550,18.0,14,4,9,2,1
1551,15.0,24,10,2,2,1
1552,9.0,24,6,10,2,0
1553,5.0,24,6,10,2,1
1554,9.0,24,1,10,2,0
1555,9.0,14,8,10,2,1
1556,19.0,24,6,10,2,1
1557,18.0,24,1,1,2,1
1558,18.0,14,1,10,2,0
1559,27.0,24,8,6,2,1
1560,27.0,2,3,1,0,0
1561,9.0,24,6,6,2,1
1562,5.0,24,6,6,2,1
1563,18.0,14,1,3,2,1
1564,1.0,14,10,10,2,0
1566,5.0,14,3,10,2,1
1567,27.0,2,1,1,4,0
1568,27.0,14,6,1,0,1
1569,15.0,2,3,9,0,0
1570,19.0,24,8,9,2,0
1571,5.0,2,3,1,0,1
1572,5.0,10,4,1,2,0
1573,18.0,2,1,3,2,0
1574,5.0,14,8,0,2,0
1575,18.0,14,10,1,2,0
1576,18.0,14,4,10,2,0
1577,18.0,2,10,2,0,1
1578,18.0,2,10,2,0,1
1579,18.0,10,5,10,2,0
1580,15.0,2,1,10,4,0
1581,15.0,2,6,10,4,0
1582,19.0,2,10,1,0,1
1583,27.0,14,4,2,2,0
1584,27.0,2,5,2,4,0
1585,20.0,2,5,10,2,1
1586,27.0,2,6,1,0,0
1587,18.0,2,10,2,4,1
1588,18.0,14,5,2,0,1
1589,27.0,2,10,2,0,1
1590,9.0,24,10,1,0,1
1591,15.0,10,8,10,2,0
1592,18.0,14,10,2,0,1
1593,26.0,24,1,1,2,1
1594,5.0,24,10,1,0,1
1595,19.0,2,10,1,0,1
1596,18.0,24,6,10,2,0
1599,9.0,24,5,6,2,1
1600,15.0,14,6,10,2,0
1601,5.0,24,1,1,0,0
1602,9.0,2,5,2,2,1
1604,9.0,12,8,10,2,1
1606,15.0,24,8,10,2,1
1607,10.0,14,10,2,2,1
1608,19.0,14,1,11,2,1
1609,27.0,2,5,2,2,0
1610,15.0,14,8,10,2,0
1612,18.0,2,5,1,0,1
1613,20.0,14,4,10,2,1
1614,25.0,14,10,10,2,0
1615,18.0,10,6,6,2,0
1616,9.0,14,5,2,2,1
1617,5.0,14,1,1,0,0
1618,18.0,10,1,10,2,1
1619,19.0,2,5,1,0,1
1620,15.0,24,3,10,2,0
1621,1.0,2,6,1,0,1
1622,10.0,14,8,1,0,0
1623,15.0,24,8,10,2,1
1624,18.0,2,6,1,0,1
1625,27.0,2,4,1,0,0
1626,27.0,14,6,10,2,0
1627,27.0,2,6,1,0,0
1628,9.0,2,6,1,0,0
1629,27.0,10,4,10,2,0
1630,18.0,14,5,1,0,1
1631,15.0,2,1,10,4,0
1632,15.0,2,1,10,4,0
1633,15.0,2,5,10,4,0
1634,15.0,2,10,10,4,0
1635,15.0,2,10,10,4,1
1636,9.0,14,5,10,2,0
1637,15.0,2,1,10,4,0
1638,15.0,2,5,10,4,0
1639,15.0,2,10,10,4,0
1640,15.0,2,3,10,4,0
1641,9.0,2,6,14,2,1
1642,15.0,2,10,10,4,0
1643,15.0,2,8,10,4,0
1645,19.0,2,1,1,4,1
1646,19.0,14,5,9,2,0
1647,9.0,24,6,1,0,1
1648,18.0,24,5,1,2,0
1649,10.0,24,8,10,2,1
1650,9.0,24,1,10,2,0
1651,27.0,24,10,10,2,0
1653,15.0,10,1,2,2,0
1654,15.0,24,6,10,2,0
1655,25.0,24,8,10,2,0
1656,5.0,24,1,10,0,1
1657,27.0,24,8,10,2,0
1658,27.0,24,10,6,2,1
1659,18.0,24,10,2,0,1
1661,10.0,14,10,6,2,0
1662,15.0,24,10,10,2,0
1663,18.0,14,1,1,2,1
1664,18.0,14,3,6,2,1
1665,18.0,14,3,2,2,1
1667,18.0,24,1,13,2,0
1668,19.0,14,6,10,2,1
1671,18.0,14,8,1,0,1
1672,15.0,24,10,10,2,0
1673,9.0,24,10,3,2,0
1674,18.0,24,3,9,0,1
1675,15.0,14,6,10,2,0
1677,18.0,2,10,1,0,1
1678,9.0,14,3,1,0,0
1679,19.0,2,10,1,4,1
1680,9.0,2,6,1,0,0
1681,18.0,14,1,1,0,1
1683,18.0,10,3,9,2,0
1684,27.0,2,1,2,2,1
1685,18.0,14,8,1,0,1
1686,27.0,10,8,1,0,0
1688,9.0,14,6,10,2,0
1689,18.0,24,3,2,0,1
1690,19.0,12,5,10,2,0
1691,19.0,14,10,10,2,0
1692,11.0,14,6,11,2,1
1693,27.0,2,6,2,2,1
1694,27.0,2,6,2,0,1
1695,27.0,2,6,1,0,1
1696,15.0,2,8,10,4,0
1697,15.0,2,5,10,4,0
1698,15.0,2,8,10,4,0
1699,15.0,2,4,10,4,0
1700,15.0,2,10,10,4,1
1701,9.0,2,6,1,0,1
1702,27.0,14,8,1,0,1
1703,18.0,24,3,10,2,0
1704,18.0,24,10,10,2,0
1705,18.0,24,5,10,2,0
1706,18.0,14,10,10,2,0
1707,19.0,24,5,1,0,1
1708,15.0,24,1,2,2,1
1710,15.0,14,5,10,2,1
1712,18.0,24,6,10,2,0
1713,18.0,24,8,10,2,0
1714,18.0,14,5,10,2,0
1715,18.0,14,1,1,0,1
1716,18.0,14,6,1,0,1
1717,19.0,2,4,1,0,0
1718,18.0,14,8,1,0,0
1719,27.0,14,4,6,2,0
1720,9.0,14,5,1,0,1
1721,18.0,14,6,6,2,0
1722,10.0,14,4,10,2,1
1723,9.0,14,10,6,2,0
1724,20.0,24,1,10,2,0
1725,19.0,14,6,1,0,1
1726,18.0,24,4,10,2,1
1727,27.0,14,1,1,0,1
1728,9.0,14,4,3,2,1
1729,18.0,14,8,10,2,1
1730,27.0,14,4,9,2,0
1731,15.0,24,6,10,2,0
1732,9.0,14,1,10,2,1
1733,27.0,2,5,6,2,1
1734,15.0,2,5,10,4,1
1735,18.0,2,6,1,0,1
1736,15.0,2,8,10,4,1
1737,15.0,2,1,10,4,0
1738,15.0,2,5,10,4,0
1739,27.0,2,4,6,2,1
1740,18.0,2,6,2,0,1
1741,15.0,2,6,10,4,0
1742,15.0,2,6,10,4,0
1743,15.0,2,6,10,4,0
1744,15.0,2,1,10,4,0
1745,15.0,2,1,10,4,1
1746,15.0,2,3,2,4,0
1747,15.0,2,6,10,4,0
1748,18.0,24,8,10,2,1
1749,18.0,24,8,2,2,1
1750,5.0,24,3,10,2,0
1751,18.0,24,6,1,0,1
1752,9.0,24,10,1,2,1
1753,9.0,24,10,6,2,0
1754,9.0,24,8,1,0,1
1755,18.0,14,3,11,2,1
1756,27.0,14,6,6,2,0
1757,18.0,24,5,2,2,1
1758,18.0,2,3,10,2,0
1759,19.0,14,5,6,2,1
1760,27.0,14,4,2,2,0
1761,18.0,2,1,2,4,1
1762,18.0,24,1,10,2,0
1764,18.0,14,10,1,0,1
1766,18.0,14,8,10,2,0
1767,18.0,10,6,2,0,0
1768,15.0,14,3,10,2,0
1769,27.0,14,5,10,2,0
1770,9.0,12,10,1,0,1
1771,18.0,24,4,6,2,0
1772,19.0,2,4,1,0,1
1773,19.0,7,10,2,0,1
1774,9.0,24,1,10,2,0
1775,18.0,10,4,10,2,0
1776,27.0,14,5,2,2,1
1777,18.0,14,6,1,0,0
1778,27.0,14,1,3,2,1
1779,27.0,14,10,1,0,1
1780,25.0,0,8,2,0,1
1781,18.0,10,8,10,2,0
1782,2.0,14,6,2,0,1
1784,9.0,2,4,6,2,1
1785,18.0,2,10,2,0,0
1786,27.0,14,5,11,2,1
1789,18.0,24,6,10,2,0
1790,15.0,24,3,10,2,0
1791,15.0,24,1,10,2,0
1792,18.0,24,10,6,2,1
1793,15.0,24,6,10,2,0
1794,19.0,24,3,10,2,1
1795,9.0,2,10,3,0,1
1796,18.0,14,5,6,2,1
1797,9.0,14,8,10,2,0
1800,19.0,4,10,1,0,1
1801,19.0,4,6,1,0,1
1802,27.0,24,5,9,2,1
1803,5.0,2,6,10,4,1
1804,19.0,12,4,15,2,0
1805,11.0,14,5,10,2,1
1806,19.0,14,10,9,2,1
1807,9.0,14,10,1,0,1
1809,5.0,14,6,3,2,1
1812,5.0,2,10,9,0,1
1813,5.0,24,10,10,2,1
1814,15.0,14,8,10,2,0
1815,15.0,2,4,10,4,0
1816,15.0,2,1,10,4,0
1817,18.0,2,10,1,4,1
1818,5.0,2,8,6,2,1
1819,15.0,2,3,10,4,0
1820,19.0,2,10,9,4,1
1821,15.0,2,1,10,4,0
1822,15.0,2,1,10,4,0
1823,15.0,2,3,10,4,1
1824,15.0,2,6,10,4,0
1825,18.0,10,8,2,2,0
1827,15.0,24,8,10,2,0
1828,18.0,24,10,1,2,1
1830,5.0,24,4,2,2,0
1831,15.0,24,1,10,2,0
1832,19.0,24,10,10,2,0
1833,9.0,24,1,10,2,0
1834,18.0,14,8,10,2,1
1835,27.0,24,5,1,2,1
1837,9.0,14,1,2,2,0
1838,27.0,24,10,2,2,0
1841,20.0,14,3,3,2,1
1844,19.0,14,6,10,2,1
1846,18.0,14,4,9,2,1
1847,10.0,4,4,1,0,0
1849,19.0,12,1,10,2,1
1850,15.0,14,4,1,0,0
1851,18.0,14,1,1,0,1
1852,18.0,14,3,1,0,1
1854,18.0,14,6,1,0,1
1855,5.0,14,5,1,2,1
1856,25.0,14,8,1,0,0
1857,15.0,14,5,1,0,0
1858,9.0,14,10,3,2,1
1859,15.0,24,8,10,2,1
1860,19.0,14,4,1,0,0
1862,19.0,4,6,1,0,1
1863,15.0,24,4,1,0,0
1864,18.0,14,1,1,0,1
1865,19.0,24,5,1,0,1
1866,9.0,14,10,1,0,1
1867,19.0,14,8,1,0,1
1868,5.0,24,3,3,2,1
1869,27.0,2,4,2,4,1
1870,15.0,2,5,10,4,1
1871,15.0,2,1,10,4,1
1872,15.0,2,8,10,4,1
1873,9.0,2,6,1,0,0
1874,1.0,14,4,1,0,0
1876,15.0,2,3,10,4,0
1877,15.0,2,1,10,4,0
1878,15.0,2,6,2,4,0
1879,18.0,14,10,1,0,1
1880,27.0,2,5,2,2,1
1881,15.0,2,5,10,4,0
